"stanox","tiploc"
86722,"MCHWOOD"
86724,"MCHWSMC"
64601,"MCHYGLA"
64318,"MCHYNCS"
64317,"MCHYNLT"
64602,"MCHYYNY"
16602,"MCKLFLD"
"04115","MDCL991"
"04111","MDCLDRJ"
"04110","MDCLDRL"
"04109","MDCLURS"
15453,"MDLS221"
15426,"MDLSAFH"
15425,"MDLSAYR"
15449,"MDLSBRO"
15607,"MDLSCAR"
15422,"MDLSCOB"
15424,"MDLSDRS"
15427,"MDLSDS"
15418,"MDLSFD"
15423,"MDLSFHH"
15419,"MDLSMAR"
15421,"MDLSMRB"
15451,"MDLSSDG"
15452,"MDLSWDK"
37231,"MDLW"
37233,"MDLWCBS"
74002,"MDNH291"
74007,"MDNHCE"
74006,"MDNHDE"
"00000","MDNHDW"
74005,"MDNHEAD"
82316,"MDNNWTN"
46239,"MDTT"
"00000","MDVLLT"
32542,"MDWD"
56599,"MEADLAJ"
25316,"MEADWHL"
56593,"MEDLALC"
"00000","MEDSTED"
57453,"MELBRNJ"
47248,"MELDRTH"
"00000","MELKMAR"
75361,"MELKSHM"
49007,"MELLIS"
19202,"MELMBC"
19212,"MELMLC"
"00000","MELROSE"
38006,"MELS"
49121,"MELTON"
40031,"MENAIBG"
52722,"MEND"
84401,"MENHENT"
"00000","MENSTOB"
17041,"MENSTON"
35016,"MEOLSCP"
35005,"MEOLSLJ"
88488,"MEOPHAM"
82243,"MERHDQ"
82246,"MERHDQJ"
"00848","MERLBKE"
87712,"MERSTHM"
"00000","MERTBCN"
78144,"MERTHRV"
78201,"MERTHYR"
17192,"METHLYJ"
"00764","METZ"
"00000","MEVATRE"
24314,"MEXBRGH"
24315,"MEXBRJN"
64404,"MFAM"
43326,"MFDB"
"00000","MFLDBS"
56225,"MFLDTWN"
56221,"MFLDWSE"
79768,"MGMS127"
"00000","MGTLSR"
87100,"MHERON"
46142,"MIDDRVE"
74722,"MIDGHAM"
"00000","MIDSTHL"
40322,"MIKLTRF"
"00315","MILANML"
"00319","MILANPI"
"00316","MILANRO"
"00317","MILANSE"
"01109","MILBRNJ"
31339,"MILESPJ"
31339,"MILESPL"
"00000","MILF233"
16500,"MILF235"
16501,"MILFCDS"
16504,"MILFCW"
16502,"MILFDWS"
16503,"MILFDY"
16506,"MILFLOP"
"07103","MILKNPK"
25629,"MILLRJ"
"00000","MILNROW"
74325,"MILTJN"
"00000","MINEBAN"
24220,"CONBCAD"
83019,"MINEHED"
"00000","MINEPAR"
66213,"WACRDAL"
64428,"MINFFR"
64428,"MINFORD"
67359,"MINMARS"
89452,"MINSTEJ"
89451,"MINSTER"
89444,"MINSTSJ"
89452,"MINSTWJ"
75022,"MINTYX"
"00044","MINZHBF"
"00235","MIRADEB"
10130,"MIREJN"
18442,"MIRFEJN"
18441,"MIRFILD"
78603,"MISKIN"
49311,"MISTDL"
49313,"MISTLEY"
87661,"MITCHMJ"
"03226","MKIN"
"03228","MKIN878"
"03223","MKINBLS"
"03227","MKINDLS"
"00000","MKNSBUS"
70261,"MKNSCEN"
44043,"MKTR"
44042,"MKTRCLU"
"06001","MLAIG"
"05999","MLAIGCE"
"05998","MLAIGGF"
62044,"MLBRKB"
83300,"MLDOFHH"
83301,"MLDONQ"
37065,"MLDSWTH"
37065,"MLDSWTJ"
32527,"MLDTHRD"
80102,"MLFDHVN"
80101,"MLFDOCK"
87059,"MLFORD"
"00000","MLFORLP"
"06301","MLGV"
63214,"MLHB"
29161,"MLHL"
13307,"MLKRDGE"
"07248","PLMD779"
11211,"MLLM"
11213,"MLLMDRS"
11212,"MLLMSDG"
18635,"MLLNJN"
"00000","MLLPTOP"
18445,"MLNRYDJ"
11015,"MLNT"
79761,"MLPT"
79760,"MLPTABS"
79762,"MLPTW"
"04722","MLRHCE"
"04724","MLRHD"
"04725","MLRHEJN"
"04716","MLRHM21"
"04727","MLRHMEE"
"04729","MLRHRSM"
"04732","MLRHS23"
"04720","MLRHSB"
"00000","MLRHSTE"
"04728","MLRHSTH"
"04723","MLRHWRD"
"04720","MLRHY"
88161,"MLSECMB"
31049,"MLSHILL"
26408,"MLTBCGB"
26401,"MLTBCLS"
26404,"MLTBFHH"
26406,"MLTBFLF"
26405,"MLTBLFL"
26402,"MLTBNCB"
59118,"MLTNASH"
59115,"MLTNBBY"
59127,"MLTNFBY"
59121,"MLTNJN"
59122,"MLTNMDL"
59124,"MLTNMPS"
59122,"MLTNMUL"
59113,"MLTNRBY"
59128,"MLTNSAX"
59125,"MLTNSDG"
59130,"MLTNWHI"
67209,"MLVRNLK"
67215,"MLVRNWL"
67216,"MLVRWLP"
69307,"MLVTJN"
89469,"MMIL"
18081,"MNCKCCC"
"00000","MNCR999"
"00000","MNCRANC"
32523,"MNCRATS"
"00000","MNCRBST"
"00000","MNCRBWY"
"00000","MNCRCBK"
33088,"MNCRDGT"
31307,"MNCRDLF"
31069,"MNCRDLN"
31515,"MNCRDS3"
31515,"MNCRDST"
"00000","MNCRECC"
"00000","MNCREQY"
"00000","MNCRHBC"
32530,"MNCRIAP"
"00000","MNCRIWB"
"00000","MNCRLDW"
31711,"MNCRLIR"
32002,"MNCRLRD"
"00000","MNCRLWY"
33087,"MNCROXR"
"00000","MNCRPES"
32001,"MNCRPIB"
32000,"MNCRPIC"
"00000","MNCRPOM"
31305,"MNCRQMX"
31306,"MNCRRTS"
"00000","MNCRSQY"
33092,"MNCRUFG"
31508,"MNCRVEJ"
31510,"MNCRVHS"
31510,"MNCRVIC"
31513,"MNCRVRS"
31512,"MNCRVWJ"
"00000","MNCRWST"
"00000","MNCSTRM"
18085,"MNKBLP"
18086,"MNKBRRF"
73520,"MNKRISB"
"04731","MNKTNCL"
"04730","MNKTNHJ"
65830,"MNMNTLA"
65061,"MNMRGRN"
80207,"MNORBER"
38005,"MNRD"
"03381","MNRPWIS"
"00773","MNTBLRD"
89391,"MNTFGBR"
89397,"MNTFLDS"
89386,"MNTFLDT"
84096,"MNTGLCW"
84095,"MNTGLDJ"
58040,"MNTLLAS"
58041,"MNTLSB"
50251,"MNTNJN"
"07295","MNTVRNN"
26214,"MNTWCJN"
37222,"MOBERLY"
83236,"MOCHARD"
"00781","MODANE"
58029,"MOIRAWJ"
58018,"MOIRFHH"
57806,"MOIRGRE"
58019,"MOIRHGF"
58016,"MOIRHIC"
58031,"MOIRSPK"
40214,"MOLDJ"
"00018","MONCHEN"
"03039","MONIFTH"
"00000","MONMCTR"
81261,"MONPELR"
"03014","MONTDTS"
"03015","MONTEWS"
"03014","MONTRSE"
"03017","MONTRSS"
70380,"MOORPIN"
70378,"MOORPK"
"06002","MORAR"
11701,"MORCAME"
11703,"MORCJGF"
11718,"MORCMSJ"
87331,"MORDENS"
86975,"MORETON"
"00000","MOREWWR"
38181,"MORFLDS"
36078,"MORFNL"
"00000","MORGTLT"
79055,"MORLASJ"
82337,"GLHM680"
74431,"MORRISC"
74433,"MORRMAT"
18304,"MORT586"
18303,"MORTHGL"
18305,"MORTHRP"
18305,"MORTHSJ"
"07371","MOSE311"
"07363","MOSEDCE"
"07356","MOSEDFH"
"07367","MOSEDGL"
"07360","MOSEDNY"
"07369","MOSEDRS"
"00000","MOSEGAS"
"07358","MOSELHS"
"07377","MOSENDE"
"07371","MOSENDN"
"07375","MOSENDS"
"07373","MOSENDW"
"07372","MOSENXT"
"07359","MOSENY"
"00000","MOSEPCT"
"07361","MOSESTR"
"07364","MOSETMD"
"07354","MOSEUFH"
"07368","MOSEUHS"
"07357","MOSEUPY"
"07390","MOSEURT"
32109,"MOSSLEY"
40113,"MOSTFLR"
40116,"MOSTN15"
40117,"MOSTN21"
40109,"MOSTSB"
40110,"MOSTYN"
86107,"MOTFONT"
"07470","MOTH185"
"07461","MOTH267"
"07460","MOTH368"
"07462","MOTH372"
"07474","MOTH402"
"07464","MOTH408"
"07503","MOTH444"
"07475","MOTHBOS"
"07463","MOTHBRS"
"07455","MOTHCE"
"07459","MOTHDCS"
"07457","MOTHDRS"
"07456","MOTHFDL"
"07468","MOTHHGL"
"07458","MOTHRPT"
"07466","MOTHRWL"
"07469","MOTHSGL"
"07452","MOTHTMD"
"07465","MOTHUCE"
"07503","MOTHUGL"
"07467","MOTHWCS"
"07451","MOTHWRD"
88457,"MOTNGHM"
38008,"MOTO"
87399,"MOTSPJN"
87301,"MOTSPRP"
48997,"MOULTON"
59013,"MOUNGBR"
59010,"MOUNTSL"
59011,"MOUNTSS"
"00846","MOUSCRN"
"01133","MOYY"
10023,"MPRT"
"00000","MPRTNCB"
46206,"MRCH"
46204,"MRCHDRG"
46211,"MRCHEJN"
46206,"MRCHSTH"
46205,"MRCHWJN"
79764,"MRGKYRG"
79781,"MRGMAWE"
79776,"MRGMAWJ"
79782,"MRGMCE"
79768,"MRGMEJ"
79774,"MRGMHOD"
79774,"MRGMHOR"
79770,"MRGMM"
79773,"MRGMMID"
79783,"MRGMMJN"
79779,"MRGMT33"
79780,"MRGMTC"
79771,"MRGMTMD"
79772,"MRGMWRD"
79769,"MRGMYJN"
54299,"MRGT"
"07241","MRHSCJ"
"07242","MRHSNJ"
"07240","MRHSSJ"
"07239","MRHSWS"
50104,"MRKS872"
50106,"MRKSSAT"
50102,"MRKSTAR"
"00000","MRKSTDL"
50105,"MRKSTEY"
50099,"MRKSTGB"
50103,"MRKSTUL"
59411,"MRKTBRY"
59344,"MRKTELN"
59336,"MRKTGG"
59401,"MRKTHRB"
"00000","MRLAJN"
"00000","MRLBHST"
17129,"MRLNJN"
17128,"MRLNTIL"
17145,"MRLY"
12133,"MRPTHEP"
12132,"MRPTHRP"
12129,"MRPTLP"
12127,"MRPTNJN"
12135,"MRPTPX"
12131,"MRPTREC"
"07492","MRRYTNL"
"07494","MRRYTON"
35144,"MRSD"
36072,"MRSHLAJ"
15668,"MRSK"
18479,"MRSN"
"00000","MRSNTC"
69217,"MRSTNGR"
"00000","MRTECTR"
87139,"MRTLKE"
74305,"MRTNCUT"
76365,"MRTNFHH"
76371,"MRTNONL"
76367,"MRTNTAR"
56105,"MRTO"
"06233","MRYHILL"
"06234","MRYHPKJ"
50438,"MRYLAND"
50436,"MRYLEJN"
50437,"MRYLWJN"
"09097","MSBD"
"04803","MSELBGH"
31613,"MSGT"
31612,"MSGTLPS"
76382,"MSHBRKX"
77086,"MSHFILD"
84084,"MSHMLEC"
36185,"MSLH"
"04846","MSLMWZB"
"03383","MSRYDCL"
"00000","MSSC385"
"00000","MSSC423"
"00000","MSSC604"
"00000","MSSC739"
"00000","MSSC750"
30039,"MSSD"
"07362","MSSNDET"
"07119","MSSPARK"
31303,"MSTN"
"00000","MSTO14"
89318,"MSTO9"
89313,"MSTONEB"
89403,"MSTONEE"
89315,"MSTONEW"
89316,"MSTOW57"
74326,"DIDCMSF"
89317,"MSTOWUS"
"07236","MTFL"
"03234","MTHLPS"
"03233","MTHLWST"
44093,"MTHRNGH"
44094,"MTHRSCP"
86059,"MTIMER"
72237,"MTRBDGJ"
32235,"MTRMYSH"
88400,"MTRPLTJ"
"00000","MUCK"
"07567","MUIREND"
"00857","MUIZEN"
"02010","MULBEN"
"00778","MULHING"
"00777","MULHNRD"
"00065","MUNCHEN"
"01095","MURODS"
"01094","MUROORD"
"01096","MUROUS"
"03108","MURTHLY"
18451,"MYTHLMR"
83624,"NABT"
83612,"NABTHAC"
83613,"NABTHAK"
83625,"NABTWJ"
"00000","NACTON"
58015,"NADINS"
19012,"NAFEBAG"
19015,"NAFERTN"
81903,"NAILSEA"
"01125","NAIRN"
"01126","NAIRNCE"
"00861","NAMUR"
42172,"NANTWCH"
42173,"NANTWLC"
"00353","NAPCENT"
59301,"NARBRO"
89552,"NASHENX"
37227,"NAVGTNR"
52045,"NAVRDJ"
54012,"NBAR133"
54011,"NBARNET"
88317,"NBCKNHM"
88318,"NBCKSDG"
"04824","NBERWCK"
12221,"NBLYACN"
12226,"NBLYAGB"
12222,"NBLYEWS"
12220,"NBLYFHH"
12225,"NBLYGBF"
12223,"NBLYLP"
"03211","NBRG"
76634,"NBRWGE"
38010,"NBTN"
38011,"NBTN606"
38010,"NBTNSD1"
38010,"NBTNSD2"
38010,"NBTNWSG"
"04718","NCRAGHA"
87608,"NDULWCH"
63001,"NEAS525"
63019,"NEAS536"
63014,"NEASCSG"
63013,"NEASDGS"
63016,"NEASDND"
63011,"NEASDNS"
63018,"NEASDSJ"
63017,"NEASFHH"
63010,"NEASJN"
63020,"NEASKV"
63012,"NEASTC"
79257,"NEATABW"
79412,"NEATCE"
79411,"NEATH"
79498,"NEATNBJ"
49016,"NEEDHAM"
"07237","NEILSTN"
"07237","NEILTBS"
"00000","NELMHAM"
50215,"WITHSDG"
45028,"NENGLNN"
38035,"NESTON"
10197,"NETHRTN"
86220,"NETLETC"
86219,"NETLEY"
"00063","NEUULM"
17113,"NEVLEJN"
17118,"NEVLFHH"
17116,"NEVLFPT"
17114,"NEVLHUS"
17115,"NEVLTMD"
17117,"NEVLWJN"
"00000","NEWAHYK"
"00000","NEWALCN"
44304,"NEWANG"
44305,"NEWANSH"
"00000","NEWASCH"
"00000","NEWASWG"
"00000","NEWASWN"
"00000","NEWAWSH"
74799,"NEWB479"
74807,"NEWB484"
74804,"NEWB824"
"00000","NEWB861"
74797,"NEWBRCE"
74798,"NEWBRYR"
74803,"NEWBURY"
74802,"NEWBYD"
21137,"NEWCLEE"
88234,"NEWHVHA"
88240,"NEWHVM3"
88240,"NEWHVM4"
88236,"NEWHVNH"
88237,"NEWHVNM"
88231,"NEWHVNT"
87146,"NEWKEWJ"
35020,"NEWLANE"
87169,"NEWMLDN"
89021,"NEWNGTN"
47331,"NEWPRTE"
85261,"NEWQUAY"
54031,"NEWSGAT"
64309,"NEWTDOU"
65675,"NEWTNJ"
87593,"NEWX573"
87598,"NEWX584"
87584,"NEWXCSD"
87585,"NEWXDHS"
87583,"NEWXDWR"
87603,"NEWXGEL"
87603,"NEWXGTE"
87586,"NEWXMDP"
87588,"NEWXNJN"
87597,"NEWXUCS"
"00000","NGWR"
"00000","NHALLP"
"00000","NHEY"
21005,"NHOL"
21007,"NHOLBS"
"04651","NIDRINJ"
"04655","NIDRISJ"
"04657","NIDRIWJ"
"00786","NIMES"
87215,"NINELMJ"
78511,"NINIANP"
"07225","NITSH"
"00000","NKELSEY"
88409,"NKENTEJ"
40060,"NLANRST"
22015,"NLNCLNJ"
15875,"NLRTDBW"
15880,"NLRTEJN"
15883,"NLRTN"
15884,"NLRTNCH"
15878,"NLRTREV"
15901,"NLRTWDR"
29033,"NLSN"
51929,"NMBRLPK"
86911,"NMILTON"
70114,"NMPT216"
70113,"NMPT218"
70100,"NMPTBAY"
70111,"NMPTBST"
70112,"NMPTCMD"
70099,"NMPTEMD"
70120,"NMPTHHT"
70097,"NMPTMLJ"
70100,"NMPTN"
70102,"NMPTNCY"
70107,"NMPTNN4"
70103,"NMPTNNJ"
70101,"NMPTNRS"
70105,"NMPTNSJ"
70104,"NMPTNTC"
70104,"NMPTNUS"
70108,"NMPTUR"
25635,"NNRYMLJ"
69021,"NNTN"
69014,"NNTN205"
69026,"NNTN223"
69029,"NNTN226"
69004,"NNTN242"
69028,"NNTN261"
69005,"NNTN266"
69012,"NNTN427"
69011,"NNTN446"
69017,"NNTN511"
69006,"NNTN539"
69008,"NNTN550"
66190,"NNTNABJ"
69013,"NNTNASJ"
69101,"NNTNCHC"
69022,"NNTNCVE"
69019,"NNTNHS"
69015,"NNTNMID"
69018,"NNTNSHJ"
69016,"NNTNVTC"
"00000","NNTYRNN"
"00754","NOISLSC"
87633,"NORBURY"
17198,"NORMCW"
17201,"NORMFLT"
17202,"NORMGBF"
17199,"NORMGF"
18041,"NORMNTN"
17197,"NORMPW"
15033,"NORTONE"
15032,"NORTONS"
15035,"NORTONW"
87640,"NORWBOP"
87641,"NORWDDY"
87640,"NORWDFJ"
87643,"NORWDJ"
"00328","NOVARA"
72238,"NPLE813"
72238,"NPLE816"
72238,"NPLE818"
72239,"NPLE820"
72239,"NPLEINT"
72244,"NPLETB"
72238,"NPOLEJ"
18651,"NPUD"
"03338","NQNSFRY"
80217,"NRBERTH"
87163,"NRBITON"
"00787","NRBONNE"
48231,"NRCH"
48222,"NRCH141"
48222,"NRCH149"
"00000","NRCH176"
48232,"NRCHCSD"
48220,"NRCHGBF"
48230,"NRCHTC"
48228,"NRCHTHP"
48221,"NRCHTMD"
48236,"NRCHTPJ"
48313,"NRCHVIC"
88272,"NRMNSBY"
66513,"NRTF"
"00000","NRTHCA"
88709,"NRTHFLT"
88708,"NRTHFTJ"
88707,"NRTHFTL"
67127,"NRTNJN"
13526,"NRWDJN"
87137,"NSHEEN"
12243,"NSHMBS"
12247,"NSHMLC"
12251,"NSHMSEG"
57459,"NSJDRBY"
81606,"NSMRSTJ"
83322,"NSTCYRE"
83313,"NTAWTN"
87012,"NTHCAMP"
86511,"NTHM842"
86508,"NTHMDEP"
86504,"NTHMFL"
86513,"NTHMJN"
86507,"NTHMRCL"
86503,"NTHMUY"
32401,"NTHNDBC"
32402,"NTHNDFL"
78917,"ABTH433"
32396,"NTHNDJ8"
32400,"NTHNDNJ"
32403,"NTHNFHH"
32399,"NTHNRTS"
32398,"NTHNSHJ"
73417,"NTHOJN"
63003,"NTHOLTP"
73416,"NTHOLTS"
62999,"NTHOPKJ"
26006,"NTHPSB"
55603,"NTHRFLD"
55495,"NTHRFLJ"
37127,"NTHWCEJ"
37130,"NTHWCSG"
37125,"NTHWCSJ"
37126,"NTHWCWJ"
37119,"NTHWFHH"
37129,"NTHWICH"
37133,"NTHWLW"
37122,"NTHWOS"
37120,"NTHWOVR"
42312,"NTNB"
42313,"NTNBGB"
42310,"NTNBSB"
"00000","NTNBSD"
83011,"NTNFTZN"
55247,"NTNG"
55250,"NTNGECS"
55248,"NTNGMCS"
55243,"NTNGMEJ"
55246,"NTNGMHS"
55221,"NTNGMJN"
55249,"NTNGPCS"
55252,"NTNGSLC"
56552,"NTNGWOL"
"07992","NTRCLGH"
15846,"NTRD"
15848,"NTRDST"
"00000","NTWD"
88413,"NUNHEAD"
88413,"NUNHEDJ"
15501,"NUNTHRP"
"00000","NUTBBUS"
86363,"NUTBORN"
"00000","NUTFBUS"
87731,"NUTFILD"
"00000","NWAL21"
48015,"NWALBPL"
48014,"NWALSHL"
48013,"NWALSHM"
48012,"NWALSSG"
"00000","NWBB"
"04032","NWBG"
"04033","NWBGCE"
"04034","NWBGDPL"
"09421","NWBIBG"
"09419","NWBICUL"
"09417","NWBIDRS"
"09425","NWBIGBR"
"09420","NWBIKTH"
"09422","NWBIREP"
"09423","NWBIT55"
"08838","NWCGBRF"
"08837","NWCMLM"
"08834","NWCMNCK"
"08836","NWCMUGL"
"08835","NWCMURS"
88392,"NWCRELL"
88410,"NWCROSS"
88429,"NWCRTHJ"
12925,"NWCSCE"
12931,"NWCSCEE"
12931,"NWCSCWE"
12405,"NWCSRC"
12931,"NWCSTLE"
12929,"NWCSTLL"
88459,"NWELTHM"
72010,"NWEMBLY"
72013,"NWEMJN"
"02111","NWHL"
"02112","NWHLDRS"
"02111","NWHLURS"
89306,"NWHYTHE"
67205,"NWLANSB"
79784,"NWLNDLJ"
79767,"NWLNDSJ"
32555,"NWMILSC"
32557,"NWMILSJ"
32544,"NWMILSN"
"00000","NWMKDWS"
47004,"NWMKET"
74317,"DIDCTPS"
"00000","NWPRBUS"
76472,"NWPT273"
76471,"NWPTCOU"
76451,"NWPTDKS"
76453,"NWPTDSA"
76450,"NWPTDSG"
76468,"NWPTFHH"
76454,"NWPTGBR"
"00000","NWPTKHL"
76401,"NWPTRTG"
44302,"NWRKCAS"
44303,"NWRKCEJ"
44301,"NWRKFC"
55095,"NWSTEAD"
55096,"NWSTLP"
15833,"NWTA"
32224,"NWTH"
"07417","NWTKSDG"
"07416","NWTL"
"07414","NWTLEJ"
"07418","NWTLSCL"
"07413","NWTLWJ"
"01151","NWTM"
"00000","NWTN714"
"00000","NWTN717"
"00000","NWTN902"
31300,"NWTNHDD"
31300,"NWTNHJ"
35321,"NWTNLW"
"08605","NWTOA"
"08609","NWTOAJN"
64307,"NWTP"
59135,"OAKHAM"
59131,"OAKHASH"
64822,"OAKNGTS"
"06041","OBAN"
"06040","OBANGF"
51309,"OCKENDN"
87938,"OCKLYAC"
45305,"OFORD"
87145,"OKEWJN"
"00000","OKHMGOP"
"00000","OKHMPFS"
"00000","OKHMPMP"
83311,"OKHMPTN"
"00000","OKHMPWS"
54021,"OKLGHPK"
18082,"OKNSHSJ"
18053,"OKNSHWJ"
59101,"OLDDALB"
59102,"OLDDEDW"
"00000","OLDFLBR"
81503,"OLDFLDP"
"00000","OLDHAMM"
"00000","OLDHAMW"
87596,"OLDKRDJ"
73222,"OLDOACE"
73221,"OLDOCCS"
73219,"OLDOCWM"
73229,"OLDOEMR"
73228,"OLDOEMU"
73223,"OLDOEWS"
73225,"OLDOHST"
73226,"OLDOKCE"
73224,"OLDOKCW"
73223,"OLDOPLT"
73227,"OLDORL"
73220,"OLDOTMD"
"00000","OLDOTS"
36015,"OLDROAN"
54297,"OLDST"
63029,"NEAS34"
65925,"OLHL"
36601,"OLIVEMJ"
28501,"OLRTCLJ"
66461,"OLTON"
76378,"ONIBURY"
79502,"ONLLRR"
79503,"ONLLWYN"
"00000","OOSTEND"
38316,"OPOL"
"02009","ORBLTON"
31721,"ORDSLDT"
31713,"ORDSLLJ"
88288,"OREE"
88291,"OREESDG"
36028,"ORELPKH"
"09429","ORMMSID"
36001,"ORMSKRK"
88391,"ORPN009"
88494,"ORPNDSG"
88494,"ORPNGTD"
88491,"ORPNGTN"
88494,"ORPNPL1"
88494,"ORPNPL6"
36042,"ORRELL"
45141,"ORTONMR"
"00000","OTFO2XO"
89348,"OTFORD"
89347,"OTFORDJ"
89350,"OTFOUL"
"00000","OTTERBS"
11723,"OUBCKGL"
48118,"OULTBNJ"
48120,"OULTNBN"
49101,"OULTNBS"
18064,"OUTWOOD"
86070,"OVTN"
"00000","OVTNVPO"
27101,"OXCRFCL"
27102,"OXCRFHH"
27103,"OXCRFJN"
11011,"OXENCE"
11010,"OXENDGL"
11012,"OXENHLM"
11009,"OXENUGL"
74446,"OXFD"
74432,"OXFD121"
74437,"OXFD90"
74551,"OXFDBGF"
74552,"OXFDBRS"
"00000","OXFDBUS"
74448,"OXFDCSD"
"00000","OXFDFSQ"
74447,"OXFDNNJ"
74440,"OXFDSY"
74445,"OXFDUCS"
74455,"OXFDUDP"
74440,"OXFDUPL"
"00000","OXFDX74"
17013,"OXHP"
30108,"OXHYSGL"
65040,"OXLEDGL"
65038,"OXLEUGL"
16516,"GSCGHAG"
65036,"OXLEYCS"
21016,"OXMRSHX"
87193,"OXSHOTT"
87748,"OXTE301"
87749,"OXTE306"
87751,"OXTED"
87752,"OXTEDBY"
87750,"OXTEUSD"
"04840","OXWLCO"
"04841","OXWLFHH"
"04843","OXWLME"
"04831","OXWLMNS"
"04830","OXWLSUP"
36714,"PADGATE"
"00000","PADT010"
"00000","PADT026"
"00000","PADT028"
"00000","PADT030"
"00000","PADT032"
"00000","PADT034"
"00000","PADT036"
"00000","PADT093"
73001,"PADTBAL"
73002,"PADTLNK"
72360,"PADTLUL"
73104,"PADTNNY"
73105,"PADTNTT"
73000,"PADTON"
83632,"PAIGDVL"
83631,"PAIGNTN"
"00000","PAIGTQP"
83635,"PAIGXGF"
63028,"NEAS327"
53307,"PALMRSG"
74281,"PANGBRN"
17109,"PANNAL"
76240,"PANTEG"
64610,"PANYPER"
36083,"PARADSJ"
35026,"PARBOLD"
85212,"PARHECC"
"00756","PARILLA"
"00000","PARISLZ"
"00750","PARISND"
85111,"PARR"
85113,"PARR7"
85109,"PARRDGL"
85110,"PARRLNR"
"00000","PARRSTA"
81820,"PARSNSJ"
81819,"PARSNST"
10058,"PARTNNJ"
10059,"PARTON"
81116,"PATCHWY"
"07561","PATERTN"
74824,"PATNEY"
65085,"PBLJWM"
45106,"PBRO"
45119,"PBRO421"
45119,"PBRO423"
45091,"PBRO466"
45092,"PBRO468"
45093,"PBRO470"
45017,"PBRO500"
45012,"PBRO534"
45011,"PBRO544"
45009,"PBRO552"
44998,"PBRO612"
45090,"PBRO76"
45099,"PBRO78"
"00000","PBRO797"
"00000","PBRO798"
"00000","PBRO799"
45120,"PBRO800"
"00000","PBROBST"
"00000","PBROCOR"
45108,"PBROCRE"
45111,"PBROCTY"
"00000","PBRODMP"
45109,"PBROE"
45089,"PBROE44"
45097,"PBROEFL"
45114,"PBROFES"
45112,"PBROGBF"
45103,"PBROHS"
45101,"PBROISU"
"00000","PBROKET"
"00000","PBROKLB"
45107,"PBROLIP"
45116,"PBRONCE"
45117,"PBRONCS"
45100,"PBRONDD"
45118,"PBROS67"
"00000","PBROSTI"
45098,"PBROSTL"
"00000","PBROUND"
45113,"PBROVFH"
45095,"PBROVGB"
45104,"PBROVIR"
45100,"PBROWSD"
45102,"PBROWSR"
45100,"PBROWY"
36040,"PBRT"
86248,"PCHESTR"
88407,"PCKHMQD"
87609,"PCKHMRY"
86333,"PCRKJN"
"00000","PCWLJST"
"00000","PDSTWBT"
34092,"PEAKADV"
"00000","PEAKF45"
34097,"PEAKFHH"
34100,"PEAKFRS"
34098,"PEAKFSB"
34096,"PEAKLGS"
34101,"PEAKRMC"
34093,"PEAKUSG"
57452,"PEARTRE"
16601,"PECKFSB"
"00000","PEEBLES"
12124,"PEGSWD"
13151,"PELAW"
13153,"PELAWGL"
13152,"PELAWMJ"
13154,"PELAWTW"
44091,"PELHBW"
44053,"PELHMST"
"02041","PELP"
"02041","PELPTAT"
"00000","PEMBFTM"
80201,"PEMBRKD"
80202,"PEMBROK"
78699,"PENACSJ"
78715,"PENARTH"
79798,"PENCOED"
79799,"PENCUPL"
31536,"PENDLAS"
87645,"PENEW"
78356,"PENGAM"
77089,"PENGAMJ"
77088,"PENGAMS"
77104,"PENGFHH"
77087,"PENGFLT"
64407,"PENHELG"
25389,"PENISTN"
85513,"PENMERE"
"00000","PENRHYN"
78522,"PENTCE"
78516,"PENTCNJ"
64504,"PENYCHN"
"00000","PENZHPT"
85734,"PENZNCE"
85733,"PENZSFR"
85731,"PENZTMD"
85729,"PENZUPL"
85735,"PENZWAS"
85507,"PERANWL"
"00788","PERPROU"
"00000","PERRBCH"
67345,"PERSHOR"
"03147","PERTBAL"
"03136","PERTCWM"
"03140","PERTH"
"03140","PERTH3P"
"03141","PERTH64"
"03119","PERTHCA"
"03128","PERTHCS"
"03148","PERTHDL"
"03140","PERTHHS"
"03122","PERTHNC"
"03134","PERTHOD"
"00000","PERTHSC"
"03137","PERTHSO"
"00000","PERTHST"
"03121","PERTHY"
"03131","PERTMU"
"09171","PETLBGE"
"09180","PETLBGJ"
88492,"PETSWD"
88490,"PETSWDJ"
74818,"PEWSEY"
86311,"PHBR"
86310,"PHBRBAL"
32121,"PHILPK1"
32122,"PHILPK2"
"07226","PHLD"
"00332","PIACNZA"
"00751","PICARDE"
72352,"PICDYCR"
15527,"PICKLEV"
15528,"PICKNDL"
15520,"PICKRNG"
15877,"PICTON"
81118,"PILNING"
"00000","PILOTHT"
83453,"PINHOE"
"08643","PINMORE"
"08641","PINWHRY"
56306,"PINXTON"
"02030","PITABLE"
"02051","PITMDN"
51016,"PITSEA"
51015,"PITSEAD"
51017,"PITSEAU"
88447,"PKBGJN"
"00000","PKHDNJN"
87609,"PKHMRYC"
13215,"PKLNJN"
35309,"PKSDJT"
71032,"PKST"
89331,"PKWD"
89336,"PKWD071"
89335,"PKWD183"
89333,"PKWDCCE"
89331,"PKWDDSW"
89330,"PKWDKSD"
89331,"PKWDUS"
89332,"PKWDWLP"
52714,"PLAISTW"
52713,"PLASTOW"
"05002","PLEAN"
"07577","PLKLHDE"
