"stanox","tiploc"
"06057","CRNLRCE"
"06058","CRNLRCH"
"06056","CRNLRHL"
"06054","CRNLUDS"
"00000","CROCOMB"
41139,"CROESND"
41131,"CROESNF"
59309,"CROFFHH"
59310,"CROFGBR"
59311,"CROFTQY"
59313,"CROFTS"
"09431","CROGAR"
"09515","CROGSMA"
"07118","CROKSNL"
"07118","CROKSTN"
57009,"CROMFD"
"08847","CRONBDE"
"07573","CROSSHL"
30153,"CROT"
51563,"CROUCHH"
23003,"CROWLE"
23002,"CROWMH"
48523,"CROXTON"
"06457","CROY"
78374,"CRPHLY"
72004,"CRPNDPK"
87665,"CRSHLTB"
87669,"CRSHLTN"
76632,"CRSKEYS"
76633,"CRSKYJN"
"07229","CRSMYLF"
36088,"CRSNGTN"
"08010","CRST405"
"07958","CRST410"
"07942","CRST422"
"07967","CRST423"
"08009","CRST436"
"07963","CRSTCE"
"07968","CRSTDPL"
"07960","CRSTDS"
"07940","CRSTFHH"
"07964","CRSTMEE"
"07962","CRSTRS"
"07961","CRSTRSE"
"07966","CRSTRSS"
"07965","CRSTUPL"
88446,"CRTHLPJ"
55497,"CRTN"
"07023","CRTSDYK"
85405,"CRUGWAL"
"00000","BSTBARN"
89399,"CRWHRST"
28001,"CRWLL"
35124,"CRWNSTJ"
87006,"CRWTHRN"
"00000","CRXLEY"
51107,"CRYMRSH"
79499,"CRYNANT"
87632,"CRYS167"
87623,"CRYS170"
87647,"CRYSBRJ"
87625,"CRYSTLP"
"00000","CSBY"
"00000","CSCR"
72245,"CSEAH"
86108,"CSFD"
17112,"CSGT"
89554,"CSMLX"
31044,"CSTL"
"00000","CSTLBS"
31045,"CSTLDGL"
31048,"CSTLDSE"
31041,"CSTLGBR"
31038,"CSTLHGF"
31042,"CSTLNRD"
31045,"CSTLTEJ"
31046,"CSTLTNJ"
31047,"CSTLTSJ"
31042,"CSTLUSE"
64241,"CSTR"
48212,"CTLYBSC"
87240,"CTMS664"
87244,"CTMSLNK"
88274,"CTNG"
15517,"CTNM"
63547,"CTRDJN"
79595,"CTSARTJ"
19031,"CTTGHM"
37069,"CUDNGTN"
53245,"CUFFLEY"
"01131","CULDNMR"
74343,"CULHAM"
"00000","CULLMEM"
"00000","CULLMKH"
"00769","CULMCHA"
"01037","CULRAIN"
"00000","CUMBRAE"
"03205","CUPAR"
"03204","CUPARDS"
"04114","CURRIEH"
51108,"CURYMSH"
34235,"HNDLGBR"
"02110","CVEBAY"
83427,"EXET730"
"03259","CWDN941"
"03256","CWDNBTH"
"06422","CWLRBOX"
"06421","CWLRC79"
"06420","CWLRDPL"
"06423","CWLRSEJ"
"06421","CWLRSGL"
"06416","CWLRSNJ"
"06421","CWLRSPL"
"06419","CWLRSSJ"
"06421","CWLRSWJ"
83398,"CWLYBDG"
78321,"CWMBOC"
76239,"CWMBRAN"
78323,"CWMBRGD"
79520,"CWMGWRH"
79021,"CWMROPN"
89302,"CXTN"
70311,"CYDNJN"
"00000","CYFRNYD"
79078,"CYNGHRD"
51361,"DAGNHME"
51412,"DAGNMJN"
"03105","DAGUSIE"
"08640","DAILLY"
83699,"DAINTNT"
35141,"DAISYH"
35509,"DALAMBR"
35511,"DALAMFD"
"01121","DALCROS"
"03298","DALGETY"
"06212","DALM893"
"06209","DALM898"
"06210","DALMRDS"
"06318","DALMRRS"
"06211","DALMUIR"
"08101","DALRY"
"08012","DALRYRH"
52074,"DALS"
52052,"DALS101"
"09205","DALSCUM"
"00000","DALSEGF"
52046,"DALSKLD"
"09212","DALSOGF"
"09213","DALSTON"
"09211","DALSTOT"
11273,"DALTLTN"
11271,"DALTON"
11269,"DALTONJ"
"01155","DALWCE"
"01154","DALWHIN"
"07501","DALZBSC"
"07503","DALZUGL"
15515,"DANBY"
78505,"DANESCT"
66457,"DANZEY"
"00000","DARBBUS"
25804,"DARNALL"
49109,"DARSHAM"
"00000","DARTCS"
88466,"DARTFD"
88438,"DARTFDJ"
88444,"DARTFDS"
88445,"DARTFUS"
88441,"DARTWJN"
29173,"DARWEN"
87110,"DATCHET"
75350,"DAUNTSY"
"01132","DAVIOT"
32538,"DAVNPRT"
83605,"DAWLISH"
83603,"DAWLSHW"
87219,"CLPHMJ2"
63304,"CRKLRL"
66206,"DAWMEJ"
66202,"DAWMFHH"
69509,"BCST192"
52050,"HIGH321"
69507,"BCST189"
21034,"GTCO1JN"
66207,"DAWMWJ"
"06230","DAWSHLM"
"00794","DAXX"
89465,"DEAL"
89464,"DEALSDG"
86112,"DEAN"
86118,"DEANCE"
86117,"DEANEGR"
86111,"DEANHLS"
25382,"DEEPCAR"
25382,"DEEPSW"
40047,"DEGANWY"
18472,"DEIGHTN"
37067,"DELAMER"
"01051","DELNY"
57131,"DENBYOT"
73450,"DENHAM"
73451,"DENHMGC"
87606,"DENMRKH"
37228,"DENS19"
32406,"DENSGTJ"
"09443","DENT"
87086,"DEPDENE"
88431,"DEPTFD"
49145,"DERBYRD"
"00000","DERKER"
48427,"DERMUKF"
59421,"DESBRO"
"00000","DEVIZES"
"00000","DEVLSBG"
"00000","DEVNARB"
84202,"DEVNEXS"
84199,"DEVNPRT"
78710,"DGLROAD"
51397,"DGNH821"
51398,"DGNH826"
"00000","DGNH840"
"00000","DGNH842"
51406,"DGNHARC"
51359,"DGNHELT"
51402,"DGNHMDC"
51403,"DGNHMFD"
51404,"DGNHMSC"
51400,"DGNHREC"
74308,"DIDC940"
"00000","DIDCBWY"
74311,"DIDCGWS"
74313,"DIDCOTP"
74323,"DIDCPS"
74319,"DIDCTDC"
74320,"DIDCTEJ"
74310,"DIDCTFP"
74322,"DIDCTNJ"
"01101","CONONBR"
74314,"DIDCTTC"
74309,"DIDCWCE"
74321,"DIDCWCJ"
74316,"DIDCWE"
"00000","DIEPPE"
83449,"DIGBY"
32106,"DIGGDPL"
32105,"DIGGLEJ"
53233,"DIGSWEL"
"00771","DIJONPY"
"00051","DILLING"
82105,"DILTONM"
78717,"DINASP"
78014,"DINASR"
"01091","DING1LC"
"01091","DING2LC"
"01091","DINGMLC"
"01091","DINGWAL"
"01092","DINGWCE"
76372,"DINMORE"
15714,"DINSDAL"
86142,"DINTNMD"
86144,"DINTON"
70088,"DIRFBRF"
70089,"DIRFDRS"
70073,"DIRFEP2"
70086,"DIRFTB2"
70084,"DIRFTCR"
70074,"DIRFTFL"
70082,"DIRFTIN"
70087,"DIRFTMA"
70080,"DIRFTRE"
70081,"DIRFTRR"
70083,"DIRFTWA"
32543,"DISLEY"
49002,"DISS"
49003,"DISSRS"
36402,"DITTAHC"
36398,"DITTAHG"
36404,"DITTBOC"
36406,"DITTCFL"
36411,"DITTDRS"
36409,"DITTFLF"
36405,"DITTFLR"
36410,"DITTINO"
36408,"DITTNRS"
36407,"DITTNWJ"
36401,"DITTON"
36408,"DITTONY"
"00000","DLGO"
"06052","DLMALCE"
"06053","DLMALLY"
"07272","DLMRNOK"
"04201","DLMY"
"04202","DLMYCE"
"04205","DLMYDPL"
"04203","DLMYJN"
"04204","DLMYUPL"
"03100","DLNCRDH"
"01157","DLNSPDL"
"06134","DLRE665"
"06134","DLREOCH"
"08623","DLRYMPL"
15866,"DLTN"
"00000","DLTN921"
15873,"DLTNCBE"
"00000","DLTNCGK"
"00000","DLTNCGP"
"00000","DLTNCGT"
15872,"DLTNDBP"
15867,"DLTNDPL"
15874,"DLTNECX"
15865,"DLTNN"
15871,"DLTNPKL"
"00000","DLTNRIM"
15863,"DLTNS"
"00000","DLTNTVA"
15868,"DLTNUGL"
15870,"DLTNUPL"
15864,"DLTNUS"
40063,"DLWYDLN"
39003,"DMARBSC"
39001,"DMARSHJ"
39000,"DMARSRS"
"00000","DMBR617"
"00000","DMBR627"
"00000","DMBR629"
"06135","DMBR933"
"06139","DMBR938"
"06138","DMBRCCE"
"06136","DMBRTNC"
"06137","DMBRTNE"
"06135","DMBRTNL"
47050,"DMCKSCT"
83639,"DMTHKWR"
70263,"DNBGHNJ"
70265,"DNBGHSJ"
18498,"DNDL"
"03321","DNFRMLE"
"03319","DNFRMQM"
"00927","DNHAAG"
"00730","DNKIRK"
"08701","DNLP"
26302,"DNNGCLJ"
"08648","DNRAGIT"
"00000","DNRD"
"01023","DNROBIN"
"07043","DNSDCPA"
"07044","DNSDFLT"
"07053","DNSDLP"
13523,"DNSN"
"00000","DNSR"
"00000","DNSRSTP"
32243,"DNTG"
32520,"DNTON"
32519,"DNTONJN"
32502,"DNTOSTJ"
"00000","DOBSBRW"
84200,"DOCKYDP"
25386,"DODWRTH"
63624,"DOKJNSP"
63623,"DOKJSSP"
79093,"DOLAU"
88296,"DOLEHAM"
40058,"DOLGARG"
"00000","DOLM151"
"00000","DOLM153"
"00000","DOLM160"
"00000","DOLM162"
"00000","DOLM171"
89735,"DOLM825"
89735,"DOLM836"
89729,"DOLMCR"
89748,"DOLMCTL"
89735,"DOLMDGL"
89580,"DOLMEB"
89739,"DOLMEST"
89726,"DOLMGBF"
89730,"DOLMGET"
89736,"DOLMLHS"
"00000","DOLMLL"
89735,"DOLMORS"
89578,"DOLMWB"
89576,"DOLMWJN"
89735,"DOLMWST"
73819,"DOLPHNJ"
23421,"DONC"
23120,"DONC105"
23119,"DONC106"
23109,"DONC108"
23486,"DONC191"
23422,"DONC249"
23423,"DONC254"
23414,"DONC269"
23424,"DONC275"
23421,"DONC276"
23411,"DONC281"
23411,"DONC308"
23499,"DONC489"
23148,"DONC866"
23456,"DONCBCJ"
"00000","DONCBDR"
23432,"DONCBDY"
23443,"DONCBJN"
23419,"DONCBRE"
"00000","DONCBRN"
23416,"DONCDCE"
23448,"DONCDDF"
23451,"DONCDDG"
23440,"DONCDDY"
23439,"DONCDFL"
23453,"DONCDNJ"
23305,"DONCDSJ"
"00000","DONCDSR"
23442,"DONCECD"
23438,"DONCEP"
23428,"DONCEWS"
"00000","DONCGPS"
24219,"DONCHJN"
23441,"DONCHRS"
23480,"DONCLCJ"
23431,"DONCLIP"
23410,"DONCMDF"
23415,"DONCMRD"
23411,"DONCMRG"
23409,"DONCMSF"
"00000","DONCNBS"
23452,"DONCPCJ"
23408,"DONCPS"
23433,"DONCPWD"
23455,"DONCRFF"
"00000","DONCRHA"
23309,"DONCRMT"
23437,"DONCRPA"
23445,"DONCRPF"
23449,"DONCRPG"
23429,"DONCRPR"
50048,"CLCHCSD"
23303,"DONCSCJ"
23444,"DONCSJJ"
23426,"DONCSNY"
23414,"DONCSTS"
23412,"DONCSWY"
23446,"DONCUDF"
23430,"DONCUDY"
23447,"DONCVIR"
23420,"DONCWCS"
23433,"DONCWDY"
23413,"DONCWFL"
23419,"DONCWL2"
23419,"DONCWLS"
23425,"DONCWRL"
23419,"DONCWWS"
23418,"DONCWY"
64814,"DONNGTJ"
64815,"DONNRFT"
64816,"DONNSUM"
"00739","DONSAIN"
25704,"DORE"
25707,"DORESJ"
25705,"DORESNJ"
25708,"DOREWJ"
66432,"DORIDCE"
66433,"DORIDGE"
66464,"DORIUPL"
87687,"DORKING"
87757,"DORMANS"
64237,"DORNGTN"
"00025","DORTMND"
"00000","DOUGLAS"
89614,"DOVE621"
89613,"DOVE623"
"00000","DOVEHVP"
"00000","DOVERCO"
"00000","DOVERD"
89611,"DOVERP"
89612,"DOVERPS"
49415,"DOVRCRT"
64399,"DOVYDPL"
64401,"DOVYJN"
46255,"DOWNHAM"
46254,"DOWNHMR"
18003,"DRAXBJ"
18001,"DRAXCEG"
17997,"DRAXEWS"
18000,"DRAXFHH"
17991,"DRAXFLF"
17998,"DRAXGBR"
17992,"DRAXGYP"
73270,"DRAYGJN"
73271,"DRAYGRN"
57403,"DRBY"
57442,"DRBYALL"
57408,"DRBYCHC"
57303,"DRBYCHF"
57301,"DRBYCHS"
57402,"DRBYDOC"
57441,"DRBYEL"
57412,"DRBYEPS"
57422,"DRBYFRG"
57411,"DRBYHS"
57404,"DRBYLNW"
57410,"DRBYLRJ"
57450,"DRBYRAM"
57421,"DRBYRTC"
57220,"DRBYSMJ"
57409,"DRBYSNJ"
57413,"DRBYWW"
86973,"DRCHCE"
86979,"DRCHFHH"
86980,"DRCHJN"
86976,"DRCHS"
86977,"DRCHW"
81431,"DRDAYSJ"
"04819","DREM537"
"04818","DREM821"
"04806","DREM822"
"04823","DREMDPL"
"04821","DREMJ"
"04820","DREMUPL"
13702,"DRHM"
13697,"DRHM357"
13695,"DRHM358"
19016,"DRIFILD"
10204,"DRIGBNF"
10205,"DRIGG"
87084,"DRKGW"
57801,"DRKLECJ"
57805,"DRKLFHH"
57802,"DRKLOCS"
57803,"DRKLWCJ"
65089,"DRLSTNJ"
"07322","DRM5025"
"06219","DRMCHPL"
"07009","DRMFCHR"
"07323","DRMGLCH"
87996,"DRNGTOS"
85411,"DRNIKML"
87253,"DRNSFDR"
25711,"DRONFLD"
"00000","DRSNGHM"
"00000","DRTMPON"
"00000","DRTMTH"
18402,"DRTN"
67013,"DRTW68"
67012,"DRTWCHS"
67015,"DRTWUGL"
"06217","DRUMRY"
54291,"DRYP"
86429,"DRYTON"
89342,"DTNG"
"08119","DUBBSJ"
"00000","DUBLFST"
"00000","DUBLINC"
"00000","DUBLINF"
"00000","DUBLINH"
65642,"DUDESTN"
"00000","DUDLBS"
65811,"DUDLPT"
63009,"DUDNGHJ"
57114,"DUFIELD"
79326,"DUFRYNW"
"02011","DUFTOWN"
"01072","DUIRNSH"
"00000","DUISBRG"
"00017","DUISRH"
"06527","DUKEST"
47006,"DULNGHM"
"07127","DUMBRCK"
"09021","DUMFICI"
"09019","DUMFOIL"
"09022","DUMFRES"
"09026","DUMFRSJ"
"09023","DUMFRSY"
"09024","DUMFUS"
89470,"DUMPTNP"
"03161","DUNADPL"
"03162","DUNADRS"
"03161","DUNANCE"
"03161","DUNANE"
"03163","DUNANSB"
"04827","DUNBAR"
"04828","DUNBDCE"
"04826","DUNBUCE"
"01074","DUNCRAG"
"03053","DUNDCJ"
"03053","DUNDCJC"
"03062","DUNDEHS"
"03054","DUNDETB"
"03055","DUNDHSH"
"00000","DUNDLEL"
"03060","DUNDWCE"
"03060","DUNDWTC"
89437,"DUNGENS"
"03106","DUNKELD"
"03107","DUNKUS"
"00000","DUNLGHR"
83455,"HONI803"
"00000","DUNNING"
"00000","DUNOON"
"01025","DUNROBN"
"07008","DUNROD"
"00000","DUNS"
"00000","DUNT"
68140,"DURSLEY"
"00013","DUSSDRF"
47302,"DUXFORD"
32548,"DVHL"
70075,"DVNTYNJ"
70077,"DVNTYSJ"
18438,"DWBY"
18432,"DWBYBC"
18431,"DWBYEJN"
18433,"DWBYTIL"
73797,"DWLEYLP"
"02042","DYCE"
"02043","DYCERFM"
18466,"DYCLJN"
64417,"DYFRYNA"
"00000","DYMANOR"
"00000","DYMCHUR"
79256,"DYNEGF"
79256,"DYNEVRJ"
73253,"EALINGB"
"00000","EALINGC"
87902,"EARL136"
87903,"EARL206"
34013,"EARLFHH"
87903,"EARLSWD"
"00000","EARLSWS"
78713,"EASTBRK"
76481,"EBBWJ"
14006,"EBOLDON"
14005,"EBOLDUL"
"00000","EBOU501"
88254,"EBOUCS"
88254,"EBOURNE"
88255,"EBOUSID"
"00000","EBOUSPS"
"00000","EBRYBGJ"
"00000","EBSF531"
"00000","EBSF533"
89536,"EBSFACT"
89530,"EBSFDOM"
89532,"EBSFEJN"
89530,"EBSFLTI"
89529,"EBSFWJN"
"00000","EBWVALE"
76646,"EBWVPWY"
"00000","EBWVRAS"
76644,"EBWVSGF"
"00000","EBWVTCR"
31739,"ECCLES"
31740,"ECCLUGL"
67372,"ECKNGTL"
"07993","ECLFECH"
48511,"ECLR"
48512,"ECLRDJS"
48510,"ECLREXC"
48513,"ECLRFHH"
25306,"ECLSFLW"
36615,"ECPK"
87699,"ECRO065"
"00000","ECRO080"
87702,"ECROUS"
87701,"ECROYDN"
34005,"EDALE"
34014,"EDALERS"
"09314","EDENVGL"
"01043","EDERTON"
36109,"EDGELAJ"
36170,"EDGH"
36173,"EDGHCMD"
36173,"EDGHDHS"
36174,"EDGHDWG"
36176,"EDGHGTS"
36175,"EDGHSB"
32524,"EDIDBRY"
"00000","EDIN813"
"04307","EDIN815"
"04231","EDIN907"
"04303","EDINBUR"
"00000","EDINBUS"
"04039","EDINPRK"
"00000","EDINSTE"
51949,"EDMNGRN"
87736,"EDNB"
87760,"EDNT"
88325,"EDPK"
87610,"EDULWCH"
"00000","EFARBUS"
89322,"EFARLGH"
"06432","EFLDPL"
"06430","EFLDTMD"
87076,"EFNG322"
87071,"EFNGHMJ"
87073,"EFNGJNK"
87071,"EFNGS98"
87071,"EFNGSHD"
15811,"EGATEBC"
18006,"EGBRFLH"
17995,"EGBRGBF"
18007,"EGBROPS"
83232,"EGGESFD"
87107,"EGHAM"
"07245","EGLNSTJ"
15704,"EGLSCDL"
15701,"EGLSCLF"
15700,"EGLSMSL"
57461,"EGNGTNJ"
16603,"EGRFRTH"
86113,"EGRMECC"
87758,"EGRNSID"
87759,"EGRNSTD"
"00000","EGRYN"
15519,"EGTON"
51603,"EHMDCEJ"
51602,"EHMEMUD"
44036,"EHOLMSB"
"00000","EIGG"
"00095","EINSLHF"
89139,"EJSTNGB"
"07232","EKILBDE"
"07231","EKILBRD"
"00000","ELBOWNJ"
72246,"ELCT"
"07114","ELDRDRS"
"07111","ELDRFLT"
"07112","ELDRSCE"
"07112","ELDRSLI"
"07113","ELDRUPL"
66007,"ELFORDL"
86087,"ELGH"
"00000","ELGH103"
"00000","ELGH105"
86102,"ELGH222"
86134,"ELGH228"
86102,"ELGH230"
"00000","ELGH26"
"00000","ELGH32"
"00000","ELGH372"
86087,"ELGH81"
"00000","ELGH97"
86104,"ELGHABK"
86127,"ELGHAFL"
86099,"ELGHAGG"
86092,"ELGHBRM"
86085,"ELGHDCS"
"00000","ELGHE28"
86102,"ELGHEJN"
86090,"ELGHENY"
86098,"ELGHFLD"
86109,"ELGHGBR"
86091,"ELGHHS"
86089,"ELGHLWR"
86095,"ELGHMCS"
86094,"ELGHPAD"
"00000","ELGHSCS"
"00000","ELGHSFP"
86097,"ELGHSJN"
86093,"ELGHTMD"
86105,"ELGHVQ"
86106,"ELGHWJN"
"02007","ELGIN"
"02006","ELGINSB"
"02008","ELGINY"
"00000","ELINTON"
18453,"ELLAND"
"00000","ELLBNLL"
87592,"ELLBNTH"
87592,"ELLBSTH"
88321,"ELMERSE"
46404,"ELMSWEL"
28001,"ELMTNAC"
88468,"ELMW"
87246,"ELPHNAC"
25308,"ELSC"
47335,"ELSENHM"
22002,"ELSHAM"
38327,"ELSMCFL"
38320,"ELSMLHS"
38326,"ELSMMWF"
38322,"ELSMPCS"
38324,"ELSMPDB"
38323,"ELSMPFH"
38341,"ELSMPGY"
38352,"ELSMPOC"
38317,"ELSMPRT"
38320,"ELSMPTC"
38320,"ELSMRPE"
38318,"ELSMRPW"
38351,"ELSMUDG"
"00000","ELSN"
62199,"ELSTORS"
62197,"ELSTOW"
88418,"ELTHAM"
44514,"ELTON"
63212,"ELTR"
"07984","ELVFOOT"
"07991","ELVWATV"
66447,"ELWD"
46273,"ELYY"
46291,"ELYY776"
46275,"ELYYDLN"
46274,"ELYYDTS"
46267,"ELYYFLT"
46290,"ELYYGBF"
46272,"ELYYNJN"
46269,"ELYYPAP"
46271,"ELYYPAW"
46274,"ELYYREC"
46273,"ELYYUGL"
46270,"ELYYWJN"
89411,"EMALING"
72353,"EMBKMNT"
"00000","EMPKAIR"
56650,"EMPKWAY"
50391,"EMRSPKH"
86343,"EMSWTH"
53301,"ENFC"
"00000","ENFCOAK"
51945,"ENFL531"
51913,"ENFLDLK"
51946,"ENFLDTN"
"00000","ENISCTY"
29175,"ENTWISL"
89320,"EPCKHMR"
89319,"EPCKHMT"
72359,"EPHT"
87692,"EPSDNS"
87681,"EPSM"
87684,"EPSM181"
87681,"EPSM444"
87682,"EPSM456"
87680,"EPSMBAL"
87682,"EPSMDS"
87681,"EPSMSW"
87682,"EPSMUS"
87243,"EPUTNEY"
65606,"ERDNGTN"
"00000","ERIDBUS"
87764,"ERIDGE"
"09036","ERIGCRO"
"09035","ERIGMOD"
88604,"ERITH"
88426,"ERITHLP"
34006,"ERLEBCI"
34004,"ERLEFHH"
34007,"ERLEHES"
34009,"ERLESDG"
87250,"ERLFLD"
35327,"ERLSTSJ"
35328,"ERLSTWJ"
35325,"ERLSTWN"
35326,"ERLSUDL"
87002,"ERLY"
"03068","ERROLCE"
"03069","ERROLLC"
"03231","ERSTHCS"
86002,"ESHER"
"06712","ESHS"
17149,"ESJLEDS"
"00000","ESKDALE"
11207,"ESKMLS"
65515,"ESNTNWS"
54295,"ESSEXRD"
"00020","ESSNHBF"
87659,"ESTFLDS"
38220,"ESTHRAK"
19218,"ESTRNGT"
82241,"ESTSOMJ"
89394,"ETCHNGM"
51130,"ETILBRY"
43114,"ETRUGJN"
43111,"ETRURBS"
43113,"ETRURIA"
76116,"EUSKALS"
76117,"EUSKBCH"
76126,"EUSKBDP"
76114,"EUSKJN"
76120,"EUSKJNY"
76115,"EUSKORB"
72405,"EUST102"
72407,"EUST104"
72409,"EUST284"
72397,"EUST286"
72396,"EUST308"
72395,"EUST310"
72394,"EUST473"
72393,"EUST488"
72392,"EUST501"
72391,"EUST510"
72390,"EUST512"
72411,"EUSTBAL"
72404,"EUSTBOR"
72403,"EUSTDCN"
72408,"EUSTNHS"
72410,"EUSTON"
72402,"EUSTRES"
72406,"EUSTUCS"
30163,"EUXT"
30164,"EUXTONJ"
30202,"EUXTSGF"
"01060","EVANTON"
82317,"EVERSHT"
67351,"EVESHAM"
67352,"EVESSB"
67353,"EVESWJN"
"01060","EVNTNIB"
87679,"EWELLE"
87304,"EWELW"
87993,"EWRTHNG"
83424,"EXET335"
83422,"EXET664"
83425,"EXET677"
83423,"EXET681"
"00000","EXETAIR"
83404,"EXETCAR"
83433,"EXETCCE"
83405,"EXETDPT"
83519,"EXETE35"
83431,"EXETERC"
83595,"EXETEXM"
83514,"EXETGBR"
83513,"EXETMBS"
"00000","EXETPBS"
83516,"EXETRCB"
83403,"EXETRFP"
83411,"EXETRNY"
83400,"EXETRRY"
83421,"EXETRSD"
83517,"EXETRST"
83405,"EXETTMD"
"07276","EXHIBDS"
"07275","EXHIBTC"
83444,"EXMOCE"
"00000","EXMODFS"
83443,"EXMOJCW"
83441,"EXMOTHJ"
83475,"EXMOUTH"
83472,"EXTON"
"00000","EYNMSHC"
"00000","EYNMSHW"
89345,"EYNSFD"
87233,"FACTRYJ"
"08216","FAIRLIE"
"08212","FAIRLSN"
"08213","FAIRMOD"
88420,"FALCNWD"
"05041","FALKRKG"
"05109","FALKRKH"
85521,"FALMTHD"
85515,"FALMTHT"
"00000","FALSWTH"
50307,"FAMBDGE"
88181,"FAMR"
86239,"FARE283"
86237,"FARE821"
86240,"FARE822"
86242,"FAREARC"
86241,"FAREHAM"
86243,"FARENJN"
87029,"FARNEMU"
87027,"FARNF3"
87017,"FARNF30"
87026,"FARNHAM"
87028,"FARNHMD"
"04086","FAULDHS"
89456,"RAM5145"
89455,"RAM5143"
89522,"FAV5060"
89523,"FAV5062"
89499,"FAVR21"
89507,"FAVR34"
89508,"FAVR35"
89506,"FAVRBRD"
89501,"FAVRCHS"
89504,"FAVRDNR"
89503,"FAVRDS1"
89501,"FAVRSHM"
89502,"FAVRUPS"
88499,"FAWKHMJ"
89538,"FAWKNRC"
87935,"FAYGATE"
"00000","FAYGBUS"
36052,"FAZKRLY"
"00000","FBRNIOW"
35600,"FDLRFHH"
35604,"FDLRGBF"
35602,"FDLRSFY"
35603,"FDLRSSB"
62041,"FDRS233"
62048,"FDRS250"
62041,"FDRS28"
62038,"FDRSFHH"
62034,"FDRSGBR"
62041,"FDRSSBL"
62042,"FDRSSDG"
"01069","FDRTYIB"
"01047","FEARN"
"01048","FEARNSD"
13150,"FELL"
79106,"FELNFRN"
87182,"FELT453"
87120,"FELTGS"
87121,"FELTHAM"
87122,"FELTHMJ"
52711,"FENCHRS"
83458,"FENITON"
69415,"FENN715"
69418,"FENNCRO"
69413,"FENNEX"
69414,"FENNYCM"
69412,"FENYCE"
69411,"FENYMOD"
"00000","FERDALE"
78129,"FERNHIL"
19199,"FERRIBY"
16715,"FERY624"
16710,"FERYBDG"
16712,"FERYBPS"
16709,"FERYFHH"
16708,"FERYGBF"
16711,"FERYHS"
16714,"FERYLD"
16713,"FERYRD"
79073,"FFAIRFC"
"00000","FFLD"
80012,"FGDHAFL"
80011,"FGDHBR"
80013,"FGDHGWK"
80010,"FGDHSDG"
76121,"FIFOTFL"
76118,"FIFOTPS"
19001,"FILEGRS"
19002,"FILEY"
"00000","FILT343"
"00000","FILTN06"
81305,"FILTNEW"
81302,"FILTNWJ"
81300,"FILTONJ"
23501,"FINNGLY"
74453,"FINSTCK"
55507,"FISKRTN"
18071,"FITZWLM"
66500,"FIVEWYS"
81901,"FLAXB"
86045,"FLEET"
45144,"FLETTON"
10026,"FLIMBY"
40125,"FLINT"
62202,"FLITWCJ"
62201,"FLITWCK"
33096,"FLIXTON"
"08601","FLKLDGL"
"08602","FLKLJN"
"08600","FLKLNDS"
89724,"FLKS18"
"00000","FLKS62"
"00000","FLKSECS"
89725,"FLKSETR"
89727,"FLKSTNC"
89723,"FLKSTNE"
89711,"FLKSTNH"
89731,"FLKSTNW"
"00000","FLKSWSH"
"09099","FLORSTN"
"06050","FLSCRHN"
32222,"FLWRYFD"
49131,"FLXSBCH"
48128,"FLXSBJN"
49133,"FLXSCRS"
49133,"FLXSDCK"
49140,"FLXSNEW"
49136,"FLXSNFL"
49139,"FLXSNGB"
49132,"FLXSSEW"
49136,"FLXSSFL"
49129,"FLXSSGB"
49134,"FLXSSTO"
49137,"FLXSTOW"
36511,"FLYLAIC"
36512,"FLYLDRS"
72417,"FNCHLYR"
"00000","FNCHMET"
47008,"FNDRYTN"
54238,"FNPK"
"00000","FNPK378"
54238,"FNPK380"
54238,"FNPK381"
54239,"FNPK407"
"06362","FNSTNEJ"
"06361","FNSTNWJ"
63633,"FNTLSR"
51022,"FOBBING"
"02121","FODOUN"
"05048","FOLDBSJ"
"00000","FOLEYPK"
"00762","FORBACH"
86461,"FORD"
86465,"FORDJN"
87627,"FORESTH"
36064,"FORMBY"
36073,"FORMS97"
"01127","FORRES"
"01128","FORRESL"
"01014","FORSNCE"
"01012","FORSNLC"
"01012","FORSNRD"
65601,"FOUROKS"
"00000","FOWESHT"
85105,"FOWEYDK"
11221,"FOXFILD"
74315,"FOXHALJ"
27209,"FOXLOWJ"
47240,"FOXTFHH"
47242,"FOXTON"
47241,"FOXTRC"
89389,"FRANT"
65002,"FRASL"
86318,"FRAT460"
86317,"FRAT553"
86319,"FRAT554"
"00000","FRAT555"
86323,"FRATCSD"
86327,"FRATDFP"
"00000","FRATGSA"
86323,"FRATNCS"
86323,"FRATTMD"
86328,"FRATTNE"
86320,"FRATTNY"
86321,"FRATTON"
86323,"FRATTOY"
86322,"FRATTSH"
26415,"FRBCKJ"
64413,"FRBN"
86042,"FRBR100"
86043,"FRBRETC"
86042,"FRBRMN"
87010,"FRBRNTH"
86042,"FRBRYW4"
"00228","FRDFACT"
46278,"FRDHAM"
35703,"FRDSHM"
35702,"FRDSHMJ"
35702,"FRDSUGL"
12235,"FREMNSX"
82071,"FRESHFD"
"00000","FRESVIL"
32056,"FRFD"
73230,"FRIARSJ"
87097,"FRIMLEY"
87093,"FRIMLYJ"
50014,"FRINTON"
86334,"FRLNGTJ"
"00000","FRMKBUS"
54211,"FRMPKDS"
54215,"FRMPKLC"
54209,"FRMPKRS"
54213,"FRMPRSG"
86043,"FRNBRCE"
86048,"FRNBRLE"
87055,"FRNCMB"
63633,"FRNDNLT"
30150,"FRNGTNC"
30151,"FRNGTNJ"
